"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"161867",,"0","false",,"","takemoto f",,"19980701","","1","false","takemoto f",,"author",
"161868",,"0","false",,"","hara s",,"19980701","","1","false","hara s",,"author",
"161877",,"0","false",,"","fell aj",,"20021001","","1","false","fell aj",,"author",
"161878",,"0","false",,"","engelmann k",,"20021001","","1","false","engelmann k",,"author",
"161881",,"0","false",,"","wahls w",,"20021001","","1","false","wahls w",,"author",
"161882",,"0","false",,"","klingel r",,"20021001","","1","false","klingel r",,"author",
"161879",,"0","false",,"","richard g",,"20021001","","1","false","richard g",,"author",
"161880",,"0","false",,"","fassbender c",,"20021001","","1","false","fassbender c",,"author",
"161889",,"0","false",,"","haas a",,,"","1","false","haas a",,"author",
"161893",,"0","false",,"","vanderwerf t",,"19960515","","2","false","vanderwerf t",,"author",
"161891",,"0","false",,"","aengevaeren wrm",,"19960515","","2","false","aengevaeren wrm",,"author",
"161892",,"0","false",,"","uijen gjh",,"19960515","","2","false","uijen gjh",,"author",
"161897",,"0","false",,"","kreuzer e",,"20021001","","1","false","kreuzer e",,"author",
"161898",,"0","false",,"","knez a",,"20021001","","1","false","knez a",,"author",
"161896",,"0","false",,"","jaeger br",,"20021001","","2","false","jaeger br",,"author",
"161901",,"0","false",,"","borner m",,"20021001","","1","false","borner m",,"author",
"161902",,"0","false",,"","milz p",,"20021001","","1","false","milz p",,"author",
"161899",,"0","false",,"","leber a",,"20021001","","1","false","leber a",,"author",
"161900",,"0","false",,"","uberfuhr p",,"20021001","","1","false","uberfuhr p",,"author",
"161903",,"0","false",,"","reichart b",,"20021001","","1","false","reichart b",,"author",
"161904",,"0","false",,"","seidel d",,"19910801","","4","false","seidel d",,"author",
"161910",,"1","false",,"","kutsumi y",,"19980901","","2","false","kutsumi y",,"author",
"161911",,"1","false",,"","iwamuro a",,"19980901","","1","false","iwamuro a",,"author",
"161912",,"1","false",,"","kabuto h",,"19980901","","1","false","kabuto h",,"author",
"161917",,"0","false",,"","gohlke h",,"19941101","","1","false","gohlke h",,"author",
"161918",,"0","false",,"","bartmann u",,"19941101","","1","false","bartmann u",,"author",
"161916",,"0","false",,"","schuffwerner p",,"19910801","","2","false","schuffwerner p",,"author",
"161921",,"0","false",,"","dinsenbacher a",,"19941101","","1","false","dinsenbacher a",,"author",
"161922",,"0","false",,"","eisenhauer t",,"19941101","","1","false","eisenhauer t",,"author",
"161919",,"0","false",,"","baggio g",,"19941101","","1","false","baggio g",,"author",
"161920",,"0","false",,"","corti mc",,"19941101","","1","false","corti mc",,"author",
"161925",,"0","false",,"","koster w",,"19941101","","1","false","koster w",,"author",
"161926",,"0","false",,"","olbricht cj",,"19941101","","1","false","olbricht cj",,"author",
"161923",,"0","false",,"","kettner u",,"19941101","","1","false","kettner u",,"author",
"161924",,"0","false",,"","kleophas w",,"19910801","","2","false","kleophas w",,"author",
"161929",,"0","false",,"","schlierf g",,"19941101","","1","false","schlierf g",,"author",
"161930",,"0","false",,"","marburger c",,"19941101","","1","false","marburger c",,"author",
"161927",,"0","false",,"","richter wo",,"19941101","","2","false","richter wo",,"author",
"161928",,"0","false",,"","schoppenthau m",,"19941101","","1","false","schoppenthau m",,"author",
"161933",,"0","false",,"","schwandt p",,"19941101","","2","false","schwandt p",,"author",
"161934",,"0","false",,"","schottenfeldnaor j",,"19941101","","1","false","schottenfeldnaor j",,"author",
"161931",,"0","false",,"","zollner n",,"19941101","","1","false","zollner n",,"author",
"161932",,"0","false",,"","suhler k",,"19941101","","1","false","suhler k",,"author",
"161937",,"0","false",,"","gohlke w",,"19941101","","1","false","gohlke w",,"author",
"161938",,"0","false",,"","bestehorn hp",,"19941101","","1","false","bestehorn hp",,"author",
"161935",,"0","false",,"","leschke m",,"19941101","","1","false","leschke m",,"author",
"161936",,"0","false",,"","gries fa",,"19910801","","2","false","gries fa",,"author",
"161941",,"0","false",,"","horl wh",,"19941101","","1","false","horl wh",,"author",
"161942",,"0","false",,"","just h",,"19941101","","1","false","just h",,"author",
"161939",,"0","false",,"","braunagel k",,"19941101","","1","false","braunagel k",,"author",
"161940",,"0","false",,"","bauer m",,"19941101","","1","false","bauer m",,"author",
"161945",,"0","false",,"","previato l",,"19941101","","1","false","previato l",,"author",
"161946",,"0","false",,"","crepaldi g",,"19941101","","1","false","crepaldi g",,"author",
"161943",,"0","false",,"","meinertz t",,"19941101","","1","false","meinertz t",,"author",
"161944",,"0","false",,"","schollmeyer p",,"19940501","","2","false","schollmeyer p",,"author",
"161949",,"0","false",,"","muche r",,"19941101","","1","false","muche r",,"author",
"161950",,"0","false",,"","rexer h",,"19941101","","1","false","rexer h",,"author",
"161947",,"0","false",,"","armstrong vw",,"19910801","","2","false","armstrong vw",,"author",
"161948",,"0","false",,"","schoeppe w",,"19941101","","1","false","schoeppe w",,"author",
"161951",,"0","false",,"","hilgers r",,"19941101","","1","false","hilgers r",,"author",
"161978",,"0","false",,"","reiber jhc",,"19960515","","1","false","reiber jhc",,"author",
"161979",,"0","false",,"","bruschke avg",,"19960515","","1","false","bruschke avg",,"author",
"161990",,"0","false",,"","tamai o",,"19970107","","1","false","tamai o",,"author",
"161987",,"1","false",,"","empen k",,"20020412","","1","false","empen k",,"author",
"161988",,"1","false",,"","brodl uc",,"20020412","","1","false","brodl uc",,"author",
"161993",,"0","false",,"","wada y",,"19870701","","2","false","wada y",,"author",
"161994",,"0","false",,"","kohno k",,"19970107","","1","false","kohno k",,"author",
"161991",,"0","false",,"","matsuoka h",,"19970107","","1","false","matsuoka h",,"author",
"161992",,"0","false",,"","itabe h",,"19970107","","1","false","itabe h",,"author",
"162001",,"0","false",,"","gibson ca",,"20011001","","1","false","gibson ca",,"author",
"162002",,"0","false",,"","shih j",,"20011001","","1","false","shih j",,"author",
"162000",,"0","false",,"","moriarty pm",,"20011001","","1","false","moriarty pm",,"author",
"162003",,"0","false",,"","matias ms",,"20011001","","1","false","matias ms",,"author",
"162013",,"1","false",,"","ibrahim sf",,"19970210","","1","false","ibrahim sf",,"author",
"162014",,"2","false",,"","lees rs",,"19950424","","2","false","lees rs",,"author",
"162012",,"1","false",,"","stadler rw",,"19970210","","1","false","stadler rw",,"author",
"162017",,"0","false",,"","illingworth d roger",,,"","1","false","illingworth d roger",,"author",
"162019",,"0","false",,"","pulido jose s",,,"","1","false","pulido jose s",,"author",
"162025",,"0","false",,"","hofling b",,"19980701","","1","false","hofling b",,"author",
"162024",,"0","false",,"","donner mg",,"19980701","","1","false","donner mg",,"author",
"162029",,"0","false",,"","nishimura s",,"19990601","","1","false","nishimura s",,"author",
"162030",,"0","false",,"","sekiguchi m",,"19990601","","1","false","sekiguchi m",,"author",
"162033",,"0","false",,"","nagasaki f",,"19990601","","1","false","nagasaki f",,"author",
"162034",,"0","false",,"","okimoto t",,"19990601","","1","false","okimoto t",,"author",
"162031",,"0","false",,"","kano t",,"19990601","","1","false","kano t",,"author",
"162032",,"0","false",,"","ishiwata s",,"19990601","","1","false","ishiwata s",,"author",
"162037",,"0","false",,"","nishikawa h",,"19990601","","1","false","nishikawa h",,"author",
"162038",,"0","false",,"","daida h",,"19990601","","1","false","daida h",,"author",
"162035",,"0","false",,"","kuwabara y",,"19990601","","1","false","kuwabara y",,"author",
"162036",,"0","false",,"","takatsu f",,"19990601","","1","false","takatsu f",,"author",
"162039",,"0","false",,"","yamaguchi h",,"19990601","","2","false","yamaguchi h",,"author",
"162062",,"1","false",,"","mcconathy wj",,"19950424","","1","false","mcconathy wj",,"author",
"162060",,"1","false",,"","agishi t",,"19960401","","2","false","agishi t",,"author",
"162065",,"1","false",,"","bricker la",,"19950424","","1","false","bricker la",,"author",
"162066",,"1","false",,"","kozlovskis p",,"19950424","","1","false","kozlovskis p",,"author",
"162063",,"1","false",,"","comp pc",,"19950424","","1","false","comp pc",,"author",
"162064",,"1","false",,"","vonalbertini b",,"19950424","","1","false","vonalbertini b",,"author",
"162067",,"1","false",,"","dorrier c",,"19950424","","1","false","dorrier c",,"author",
"162077",,"0","false",,"","negishi k",,"20031022","","1","false","negishi k",,"author",
"162078",,"0","false",,"","maesato k",,"20031022","","1","false","maesato k",,"author",
"162076",,"0","false",,"","moriya h",,"20031022","","1","false","moriya h",,"author",
"162081",,"0","false",,"","park jw",,"19970301","","2","false","park jw",,"author",
"162082",,"0","false",,"","merz m",,"19970301","","1","false","merz m",,"author",
"162079",,"0","false",,"","ohtake t",,"20031022","","1","false","ohtake t",,"author",
"162083",,"0","false",,"","braun p",,"19970301","","1","false","braun p",,"author",
"162089",,"0","false",,"","saal sd",,"19980215","","1","false","saal sd",,"author",
"162090",,"0","false",,"","troendle a",,"19980215","","1","false","troendle a",,"author",
"162087",,"0","false",,"","graham k",,"19980215","","1","false","graham k",,"author",
"162088",,"0","false",,"","isaacsohn j",,"19980215","","1","false","isaacsohn j",,"author",
"162091",,"0","false",,"","liposorber study grp",,"19980215","","1","false","liposorber study grp",,"author",
"162097",,"0","false",,"","schiel r",,"20000726","","1","false","schiel r",,"author",
"162098",,"0","false",,"","latza r",,"20000726","","1","false","latza r",,"author",
"162096",,"0","false",,"","bambauer r",,"20000726","","1","false","bambauer r",,"author",
"162100",,"0","false",,"","thiery j",,"19981201","","1","false","thiery j",,"author",
"162113",,"0","false",,"","haas m",,"20030215","","1","false","haas m",,"author",
"162114",,"0","false",,"","stadler a",,"20030215","","1","false","stadler a",,"author",
"162111",,"0","false",,"","hoffmann u",,"20030215","","1","false","hoffmann u",,"author",
"162112",,"0","false",,"","derfler k",,"20030215","","1","false","derfler k",,"author",
"162115",,"0","false",,"","brady tj",,"20030215","","1","false","brady tj",,"author",
"162116",,"0","false",,"","kostner k",,"20030215","","1","false","kostner k",,"author",
"162125",,"0","false",,"","rigotti a",,"20010201","","6","false","rigotti a",,"author",
"162131",,"2","false",,"","traber mg",,"19840101","","17","false","traber mg",,"author",
"162132",,"0","false",,"","sies h",,"19960101","","1","false","sies h",,"author",
"162137",,"0","false",,"","hiyajyo m",,"20030301","","1","false","hiyajyo m",,"author",
"162138",,"0","false",,"","kadoyama k",,"20030301","","1","false","kadoyama k",,"author",
"162135",,"0","false",,"","yokogawa k",,"20030301","","1","false","yokogawa k",,"author",
"162136",,"0","false",,"","shima y",,"20030301","","1","false","shima y",,"author",
"162139",,"0","false",,"","ishizaki j",,"20030301","","1","false","ishizaki j",,"author",
