,pmid,pubdays
1351,2293602,32872.0
1352,15140193,38106.0
1353,16024914,38624.0
1354,,37300.0
1355,10655069,36555.0
1356,11368757,37041.0
1357,8305493,34352.0
1358,12788804,37771.0
1359,9922151,36186.0
1360,2923084,32566.0
1361,,38431.0
1362,1431596,33815.0
1363,8675665,35032.0
1364,1329730,33876.0
1365,6486081,30680.0
1366,15135148,38106.0
1367,7980705,34514.0
1368,16710047,38855.0
1369,,38167.0
1370,12775725,37853.0
1371,15197475,38137.0
1372,,27758.0
1373,9832080,36067.0
1374,15213020,38167.0
1375,11095717,36863.0
1376,11880569,37314.0
1377,12404196,37559.0
1378,8761445,35290.0
1379,10712828,36524.0
1380,7749825,34729.0
1381,1463440,33937.0
1382,8895059,35307.0
1383,3998871,31046.0
1384,9261091,35662.0
1385,1770314,33449.0
1386,,35580.0
1387,1862074,33449.0
1388,8466895,34058.0
1389,2200468,32872.0
1390,2351872,32962.0
1391,8576638,34971.0
1392,,35794.0
1393,7749842,34757.0
1394,8479463,34107.0
1395,,34712.0
1396,8175161,34453.0
1397,7937827,34616.0
1398,3235918,32415.0
1399,1487963,33846.0
1400,8622332,35145.0
1401,,34107.0
1402,16536915,38775.0
1403,,32172.0
1404,4633111,26649.0
1405,,35593.0
1406,3767286,31654.0
1407,9580754,35928.0
1408,3477125,31957.0
1409,,
1410,15768833,38426.0
1411,10440582,36340.0
1412,,
1413,2233932,33204.0
1414,6709026,30680.0
1415,7768014,34849.0
1416,,
1417,17765246,39327.0
1418,22244043,40967.0
1419,,
1420,19717150,40055.0
1421,15135251,38106.0
1422,21382890,40622.0
1423,,39020.0
1424,,39446.0
1425,21475731,40632.0
1426,17094996,39030.0
1427,22801386,41120.0
1428,10634824,36524.0
1429,9974426,36190.0
1430,16183066,38620.0
1431,,40542.0
1432,,34163.0
1433,20809525,40481.0
1434,,38685.0
1435,10978268,36768.0
1436,,35794.0
1437,19467224,40034.0
1438,11717426,37213.0
1439,12746448,37832.0
1440,8561503,35077.0
1441,15085196,38076.0
1442,8349823,34180.0
1443,8833906,35337.0
1444,11782483,37328.0
1445,11301018,36949.0
1446,23614904,41516.0
1447,11287605,37010.0
1448,,33846.0
1449,12475897,37589.0
1450,9414991,35794.0
1451,,36098.0
1452,16148305,38594.0
1453,18488143,39659.0
1454,,40146.0
1455,23506869,41351.0
1456,6726078,30680.0
1457,18801708,39709.0
1458,25756439,42072.0
1459,25756436,42072.0
1460,18682608,39781.0
1461,4201956,26997.0
1462,17575085,39324.0
1463,18458149,39573.0
1464,11994408,37375.0
1465,11375330,37041.0
1466,10471495,36402.0
1467,15372107,38229.0
1468,11289045,36980.0
1469,15677507,38382.0
1470,9150132,35550.0
1471,10585468,36502.0
1472,15048126,38076.0
1473,9495343,35850.0
1474,10585467,36502.0
1475,16890542,38928.0
1476,18246189,39477.0
1477,8631275,35123.0
1478,96199,28609.0
1479,,39385.0
1480,11440717,37055.0
1481,7903453,34316.0
1482,8898195,35368.0
1483,9600904,35939.0
1484,12401712,37559.0
1485,16055439,38637.0
1486,12697734,37710.0
1487,8702800,35298.0
1488,8625829,35184.0
1489,9308961,35686.0
1490,15124020,38106.0
1491,,37620.0
1492,17192698,39050.0
1493,12481547,37255.0
1494,7971976,34644.0
1495,9616204,35945.0
1496,13428781,20939.0
1497,7621989,34910.0
1498,9560151,35892.0
1499,17322896,39140.0
1500,11331757,37017.0
1501,9482914,35855.0
1502,16704350,38716.0
1503,9867845,36156.0
1504,12594227,37755.0
1505,16054053,38382.0
1506,,
1507,15073181,38085.0
1508,10500208,36429.0
1509,11483617,37102.0
1510,,38441.0
1511,16439800,38867.0
1512,8448837,33999.0
1513,15831500,38456.0
1514,10092505,36250.0
1515,11896206,37314.0
1516,10760292,36625.0
1517,9812923,36098.0
1518,10623672,36524.0
1519,11172721,36890.0
1520,11135616,36890.0
1521,16413480,38728.0
1522,7745004,34818.0
1523,11549624,37133.0
1524,16123340,38594.0
1525,15458946,38260.0
1526,9452481,35830.0
1527,11078440,36829.0
1528,16099449,38608.0
1529,15841208,38471.0
1530,12595494,37672.0
1531,9322913,35702.0
1532,12193557,37498.0
1533,9239399,35641.0
1534,15297675,38203.0
1535,6074000,24805.0
1536,,37589.0
1537,6715503,30680.0
1538,18343183,39446.0
1539,16443780,38747.0
1540,,33449.0
1541,7568182,34980.0
1542,15765120,38471.0
1543,16754860,38879.0
1544,18221886,39446.0
1545,19136652,39902.0
1546,,
1547,,
