"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"75758",,"0","false",,"","serna m",,"20150601","","1","false","serna m",,"author",
"75760",,"0","false",,"","santiago-hernandez jc",,"20150601","","1","false","santiago-hernandez jc",,"author",
"75759",,"0","false",,"","wong-baeza c",,"20150601","","1","false","wong-baeza c",,"author",
"75762",,"0","false",,"","wong c",,"20150601","","1","false","wong c",,"author",
"75761",,"0","false",,"","baeza i",,"20150601","","1","false","baeza i",,"author",
"75768",,"0","false",,"","devassy jg",,"20150502","","1","false","devassy jg",,"author",
"75767",,"0","false",,"","nwachukwu id",,"20150502","","1","false","nwachukwu id",,"author",
"75770",,"0","false",,"","jones pj",,,"","0","false","jones pj",,"author",
"75769",,"0","false",,"","aluko re",,"20150502","","1","false","aluko re",,"author",
"75772",,"0","false",,"","savinova ov",,"20150601","","1","false","savinova ov",,"author",
"75774",,"1","false",,"","harris ws",,"19970701","","2","false","harris ws",,"author",
"75773",,"0","false",,"","fillaus k",,"20150601","","1","false","fillaus k",,"author",
"75775",,"0","false",,"","shearer gc",,"20150601","","1","false","shearer gc",,"author",
"75784",,"0","false",,"","brandsch c",,"20150601","","1","false","brandsch c",,"author",
"75783",,"0","false",,"","speck n",,"20150601","","1","false","speck n",,"author",
"75786",,"0","false",,"","yazdekhasti n",,"20150601","","1","false","yazdekhasti n",,"author",
"75785",,"0","false",,"","schmidt n",,"20150601","","1","false","schmidt n",,"author",
"75788",,"0","false",,"","lucius r",,"20150601","","1","false","lucius r",,"author",
"75787",,"0","false",,"","hirche f",,"20150601","","1","false","hirche f",,"author",
"75790",,"0","false",,"","stangl gi",,"20150601","","1","false","stangl gi",,"author",
"75789",,"0","false",,"","rimbach g",,"20070811","","3","false","rimbach g",,"author",
"75791",,"0","false",,"","reiss k",,"20150601","","1","false","reiss k",,"author",
"75802",,"0","false",,"","yu l",,,"","0","false","yu l",,"author",
"75801",,"0","false",,"","manaer t",,"20150701","","1","false","manaer t",,"author",
"75804",,"0","false",,"","xiao xj",,"20150701","","1","false","xiao xj",,"author",
"75803",,"0","false",,"","zhang y",,,"","0","false","zhang y",,"author",
"75805",,"0","false",,"","nabi xh",,"20150701","","1","false","nabi xh",,"author",
"75812",,"0","false",,"","huang ch",,"20011212","","2","false","huang ch",,"author",
"75814",,"0","false",,"","liu hc",,"20150401","","2","false","liu hc",,"author",
"75813",,"0","false",,"","chiu pc",,"20150401","","1","false","chiu pc",,"author",
"75816",,"1","false",,"","huang jk",,"19970501","","3","false","huang jk",,"author",
"75815",,"0","false",,"","lu yh",,"19970801","","4","false","lu yh",,"author",
"75818",,"0","false",,"","niu dm",,"20150401","","1","false","niu dm",,"author",
"75817",,"0","false",,"","charng mj",,"20150401","","1","false","charng mj",,"author",
"75832",,"0","false",,"","dahal k",,"20150401","","1","false","dahal k",,"author",
"75831",,"0","false",,"","panta r",,"20150401","","1","false","panta r",,"author",
"75833",,"0","false",,"","kunwar s",,"20150401","","1","false","kunwar s",,"author",
"75838",,"0","false",,"","homma y",,"20011001","","2","false","homma y",,"author",
"75837",,"0","false",,"","homma k",,"20150401","","1","false","homma k",,"author",
"75840",,"0","false",,"","ozawa h",,"20150401","","1","false","ozawa h",,"author",
"75839",,"0","false",,"","yoshida t",,"20150401","","1","false","yoshida t",,"author",
"75842",,"0","false",,"","wakino s",,"20150401","","1","false","wakino s",,"author",
"75841",,"0","false",,"","shiina y",,"20150401","","1","false","shiina y",,"author",
"75844",,"0","false",,"","itoh h",,"20150401","","1","false","itoh h",,"author",
"75843",,"0","false",,"","hayashi k",,"19970901","","3","false","hayashi k",,"author",
"75845",,"0","false",,"","hori s",,"20150401","","1","false","hori s",,"author",
"75856",,"0","false",,"","ito mk",,"20010701","","7","false","ito mk",,"author",
"75858",,"0","false",,"","orringer ce",,"20150401","","1","false","orringer ce",,"author",
"75857",,"1","false",,"","maki kc",,"19970601","","2","false","maki kc",,"author",
"75860",,"2","false",,"","jones ph",,"19920501","","6","false","jones ph",,"author",
"75859",,"2","false",,"","bays he",,"20010918","","4","false","bays he",,"author",
"75862",,"0","false",,"","gill ea",,"20150401","","1","false","gill ea",,"author",
"75861",,"2","false",,"","grundy sm",,"19920801","","9","false","grundy sm",,"author",
"75864",,"0","false",,"","wilson dp",,"20150401","","1","false","wilson dp",,"author",
"75863",,"0","false",,"","wild ra",,"20150401","","1","false","wild ra",,"author",
"75865",,"0","false",,"","brown wv",,"20010801","","3","false","brown wv",,"author",
"75898",,"0","false",,"","rousseau e",,"20150426","","1","false","rousseau e",,"author",
"75897",,"0","false",,"","morin c",,"20150426","","1","false","morin c",,"author",
"75900",,"0","false",,"","fortin s",,"20150426","","1","false","fortin s",,"author",
"75899",,"0","false",,"","blier pu",,"20150426","","1","false","blier pu",,"author",
"75902",,"0","false",,"","lin m",,"20150425","","1","false","lin m",,"author",
"75904",,"0","false",,"","zhao s",,,"","0","false","zhao s",,"author",
"75903",,"0","false",,"","dai h",,"20150425","","1","false","dai h",,"author",
"75908",,"0","false",,"","sohrabvand f",,"20150424","","1","false","sohrabvand f",,"author",
"75907",,"0","false",,"","bagheri m",,"20150424","","1","false","bagheri m",,"author",
"75910",,"0","false",,"","zandieh z",,"20150424","","1","false","zandieh z",,"author",
"75909",,"0","false",,"","lankarani m",,"20150424","","1","false","lankarani m",,"author",
"75912",,"0","false",,"","shariat m",,"20150424","","1","false","shariat m",,"author",
"75911",,"0","false",,"","haghollahi f",,"20150424","","1","false","haghollahi f",,"author",
"75914",,"0","false",,"","awan z",,"20150424","","1","false","awan z",,"author",
"75916",,"0","false",,"","roubtsova a",,"20150424","","1","false","roubtsova a",,"author",
"75915",,"0","false",,"","denis m",,"20150424","","1","false","denis m",,"author",
"75918",,"0","false",,"","marcinkiewicz j",,"20150424","","1","false","marcinkiewicz j",,"author",
"75917",,"0","false",,"","essalmani r",,"20041119","","2","false","essalmani r",,"author",
"75920",,"0","false",,"","gram h",,"20150424","","1","false","gram h",,"author",
"75919",,"0","false",,"","awan a",,"20150424","","1","false","awan a",,"author",
"75922",,"0","false",,"","genest j",,"20070804","","7","false","genest j",,"author",
"75921",,"0","false",,"","seidah ng",,"20041119","","4","false","seidah ng",,"author",
"75924",,"0","false",,"","masuda j",,"20150424","","1","false","masuda j",,"author",
"75926",,"0","false",,"","yamada t",,"20121224","","2","false","yamada t",,"author",
